"SNo","company","ReviwerType","job_title","overall_ratings","workLifebalance_ratings","culturevalues_ratings","carreropportunities_ratings","benefits_ratings","seniormangemnet_ratings"
21650,"amazon","Employee"," Warehouse Associate",4,4,4,4,3,4
21651,"amazon","Employee"," Data Technician II",5,5,5,5,5,5
21652,"amazon","Employee"," Fulfillment Associate",5,5,5,5,5,5
21653,"amazon","Employee"," Anonymous Employee",5,5,5,5,3,4
21654,"amazon","Employee"," Transporter",5,5,5,5,5,5
21655,"amazon","Employee"," Senior Vendor Manager",1,1,1,1,2,1
21656,"amazon","Alumni"," Inventory Control Quality Assurance (ICQA) - Tier II",5,2,4,4,4,4
21657,"amazon","Alumni"," Anonymous Employee",4,5,5,4,5,5
21658,"amazon","Employee"," Anonymous Employee",4,2,5,3,3,3
21659,"amazon","Employee"," Anonymous Employee",4,4,4,4,3,4
21660,"amazon","Employee"," Packer",3,3,4,3,4,4
21661,"amazon","Alumni"," Anonymous Employee",5,3,4,4,4,4
21662,"amazon","Employee"," Systems Engineer II",2,1,1,3,3,1
21663,"amazon","Employee"," Anonymous Employee",2,1,1,1,1,1
21664,"amazon","Employee"," Operations Manager",5,2,5,5,5,4
21665,"amazon","Alumni"," Warehouse Associate",1,3,1,2,4,1
21666,"amazon","Alumni"," Software Engineer - Internship",4,3,4,4,4,3
21667,"amazon","Employee"," Anonymous Employee",4,3,4,4,4,3
21668,"amazon","Alumni"," Senior Product Manager",2,1,3,5,4,2
21669,"amazon","Alumni"," Anonymous Employee",3,1,3,3,4,2
21670,"amazon","Alumni"," Anonymous Employee",3,2,2,2,3,2
21671,"amazon","Alumni"," Customer Service Associate",5,3,4,4,4,3
21672,"amazon","Employee"," Human Resources",5,4,5,5,3,5
21673,"amazon","Employee"," SDEII",5,4,5,5,5,5
21674,"amazon","Employee"," Amnesty",2,1,2,2,2,1
21675,"amazon","Alumni"," Amazon Associate",3,3,2,4,4,3
21676,"amazon","Alumni"," Internal Quality Control",1,1,3,1,4,1
21677,"amazon","Alumni"," Warehouse Associate",1,2,1,2,3,1
21678,"amazon","Employee"," Software Development Engineer II",1,1,1,1,2,1
21679,"amazon","Employee"," Anonymous Employee",5,3,4,4,4,3
21680,"amazon","Alumni"," Customer Service Representative",4,4,3,3,4,5
21681,"amazon","Employee"," Senior Product Manager",4,3,3,4,3,3
21682,"amazon","Employee"," Senior Software Development Engineer",4,4,5,4,4,5
21683,"amazon","Alumni"," Technical Account Manager",3,3,3,2,4,3
21684,"amazon","Alumni"," Anonymous Employee",3,1,4,4,3,2
21685,"amazon","Employee"," Anonymous Employee",3,3,3,3,4,2
21686,"amazon","Alumni"," Senior Technical Account Manager",3,2,3,3,4,3
21687,"amazon","Employee"," Anonymous Employee",3,1,4,3,5,3
21688,"amazon","Employee"," Software Development Engineer II",1,1,1,3,3,1
21689,"amazon","Employee"," Anonymous Employee",5,5,5,5,5,5
21690,"amazon","Employee"," Fulfillment Associate",5,5,5,5,5,5
21691,"amazon","Alumni"," Picker",1,1,1,1,1,1
21692,"amazon","Employee"," Marketing Specialist",4,2,5,4,4,4
21693,"amazon","Employee"," Fulfillment Associate",2,1,1,2,2,1
21694,"amazon","Employee"," Anonymous Employee",4,3,5,4,3,4
21695,"amazon","Employee"," Recruiter",3,2,4,4,4,3
21696,"amazon","Alumni"," Stow, Receiving Back Half, Night Shift",2,1,2,2,3,1
21697,"amazon","Alumni"," Warehouse Associate",3,5,2,2,2,2
21698,"amazon","Employee"," Anonymous Employee",4,4,5,4,3,3
21699,"amazon","Employee"," Anonymous Employee",4,5,5,3,4,3
21700,"amazon","Alumni"," Anonymous Employee",2,2,1,2,1,1
21701,"amazon","Employee"," Warehouse Worker",4,3,5,4,5,4
21702,"amazon","Employee"," Anonymous Employee",4,3,5,4,3,3
21703,"amazon","Employee"," Customer Service Associate",4,4,4,3,3,3
21704,"amazon","Employee"," Process Assistant",3,3,2,3,3,2
21705,"amazon","Employee"," Investigation Specialist",3,2,2,2,2,1
21706,"amazon","Alumni"," Systems Engineer",3,3,4,4,4,2
21707,"amazon","Employee"," SDE3",5,3,4,4,4,3
21708,"amazon","Employee"," Anonymous Employee",5,4,4,5,5,4
21709,"amazon","Employee"," Anonymous Employee",4,4,3,3,5,3
21710,"amazon","Employee"," Tier III Trainer",4,3,5,4,3,2
21711,"amazon","Alumni"," Fulfillment Associate",3,2,3,2,3,2
21712,"amazon","Employee"," Controls Engineer",3,2,3,3,3,3
21713,"amazon","Alumni"," Area Manager",5,3,5,5,5,5
21714,"amazon","Employee"," Team Member",1,1,1,1,1,1
21715,"amazon","Employee"," Systems Engineer",4,2,5,5,4,4
21716,"amazon","Employee"," Account Executive",4,3,5,5,5,4
21717,"amazon","Employee"," Operation Manager",3,1,3,4,3,2
21718,"amazon","Employee"," Inbound Fulfillment",2,2,3,1,3,2
21719,"amazon","Employee"," Safety Coordinator/Hazmat Coordinator",2,3,2,2,4,2
21720,"amazon","Employee"," Anonymous Employee",3,2,3,2,4,3
21721,"amazon","Employee"," Facilities Technician",3,4,2,3,3,2
21722,"amazon","Alumni"," Recruiter",1,1,1,1,3,1
21723,"amazon","Employee"," Fulfillment Associate/Control Room Operator",2,2,2,4,2,4
21724,"amazon","Employee"," Anonymous Employee",2,2,1,1,3,1
21725,"amazon","Alumni"," Fulfillment Associate",1,1,1,1,1,1
21726,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
21727,"amazon","Alumni"," Anonymous Employee",4,1,4,4,4,4
21728,"amazon","Employee"," Tier I Associate",4,4,3,4,4,3
21729,"amazon","Alumni"," Picker",3,2,4,4,4,2
21730,"amazon","Alumni"," Anonymous Employee",1,3,4,4,4,3
21731,"amazon","Employee"," Anonymous Employee",4,3,4,4,4,4
21732,"amazon","Employee"," Software Development Engineer Intern",4,3,4,4,4,3
21733,"amazon","Employee"," Anonymous Employee",5,3,5,5,5,4
21734,"amazon","Alumni"," Anonymous Employee",2,2,2,3,2,3
21735,"amazon","Employee"," Anonymous Employee",2,1,2,3,4,1
21736,"amazon","Employee"," Software Development Engineer II",4,3,3,5,5,3
21737,"amazon","Employee"," Stow/Problem Solve",3,3,3,2,4,3
21738,"amazon","Alumni"," Order Picker",4,4,4,2,4,4
21739,"amazon","Employee"," Warehouse Worker",5,5,5,5,5,5
21740,"amazon","Employee"," Senior Product Manager",2,1,1,1,3,2
21741,"amazon","Alumni"," Product Manager",2,1,1,4,3,2
21742,"amazon","Alumni"," Warehouse Associate",2,2,1,1,5,1
21743,"amazon","Employee"," Anonymous Employee",4,3,4,4,4,4
21744,"amazon","Employee"," Software Development Engineer",4,3,5,5,4,3
21745,"amazon","Employee"," Anonymous Employee",2,4,5,2,4,3
21746,"amazon","Alumni"," Area Manager",4,1,4,4,5,4
21747,"amazon","Employee"," Stower",2,3,2,4,5,3
21748,"amazon","Employee"," Process Assistant",5,3,5,5,1,4
21749,"amazon","Alumni"," Engineering and Operations Technician (EOT)",2,3,1,2,3,1
21750,"amazon","Employee"," Operations Program Manager",5,3,5,5,2,4
21751,"amazon","Employee"," Senior Product Manager",4,3,4,5,4,3
21752,"amazon","Employee"," Software Engineer",4,4,3,4,4,1
21753,"amazon","Employee"," Senior Manager",4,3,4,4,4,3
21754,"amazon","Alumni"," Packer",3,1,1,3,3,1
21755,"amazon","Alumni"," Anonymous Employee",3,1,3,5,4,3
21756,"amazon","Employee"," Anonymous Employee",3,2,2,3,1,3
21757,"amazon","Employee"," Network Engineer",3,1,2,3,4,2
21758,"amazon","Alumni"," Warehouse Associate",3,1,2,3,4,3
21759,"amazon","Employee"," Anonymous Employee",1,1,1,1,3,2
21760,"amazon","Employee"," Software Development Engineer",4,1,5,4,4,4
21761,"amazon","Employee"," Production Manager",4,1,1,1,4,1
21762,"amazon","Alumni"," Went In As A Dare",1,1,1,2,2,1
21763,"amazon","Alumni"," Quality Assurance Engineer III",4,3,4,3,4,3
21764,"amazon","Alumni"," Customer Service Representative",4,4,5,4,5,5
21765,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
21766,"amazon","Employee"," Anonymous Employee",3,1,3,4,2,1
21767,"amazon","Employee"," Anonymous Employee",3,2,4,4,2,3
21768,"amazon","Employee"," Warehouse Associate",3,2,2,1,1,2
21769,"amazon","Alumni"," Anonymous Employee",3,3,3,3,3,3
21770,"amazon","Alumni"," Anonymous Employee",3,2,4,4,3,4
21771,"amazon","Employee"," Facilities Technician",5,5,5,5,5,4
21772,"amazon","Employee"," Assistant Supervisor",4,3,4,4,4,4
21773,"amazon","Alumni"," Anonymous Employee",3,1,4,2,2,4
21774,"amazon","Alumni"," Fulfillment Associate",2,3,1,2,3,1
21775,"amazon","Employee"," Software Development Engineer I",3,2,1,4,4,3
21776,"amazon","Employee"," Software Engineer",3,1,2,5,3,3
21777,"amazon","Alumni"," Anonymous Employee",3,2,5,2,3,2
21778,"amazon","Employee"," Anonymous Employee",4,3,4,4,4,3
21779,"amazon","Employee"," Anonymous Employee",2,1,2,3,3,2
21780,"amazon","Employee"," Anonymous Employee",2,1,2,3,3,2
21781,"amazon","Alumni"," Anonymous Employee",2,2,3,3,4,2
21782,"amazon","Alumni"," Warehouse Associate",5,4,5,5,5,3
21783,"amazon","Alumni"," Program Manager II",4,2,3,3,4,5
21784,"amazon","Employee"," Program Manager",3,3,3,4,2,2
21785,"amazon","Alumni"," Anonymous Employee",3,3,3,4,3,2
21786,"amazon","Alumni"," Anonymous Employee",4,2,4,4,4,4
21787,"amazon","Employee"," Business Development",5,4,4,5,4,4
21788,"amazon","Alumni"," Outbound Associate",1,1,1,1,4,1
21789,"amazon","Alumni"," Senior Software Development Manager",4,2,5,3,4,3
21790,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
21791,"amazon","Employee"," Software Development Engineer I",4,4,3,4,4,3
21792,"amazon","Alumni"," Recruiting Manager",3,1,2,3,3,1
21793,"amazon","Employee"," Packer",3,2,3,3,5,2
21794,"amazon","Alumni"," Anonymous Employee",1,1,1,1,3,1
21795,"amazon","Employee"," Anonymous Employee",1,2,3,1,5,4
21796,"amazon","Employee"," CSNA Senior Associate",4,5,4,3,4,4
21797,"amazon","Employee"," Overnight Packer",3,2,4,4,3,3
21798,"amazon","Employee"," ICQA Process Assistant",5,3,5,4,5,4
21799,"amazon","Employee"," Anonymous Employee",5,4,5,5,4,4
21800,"amazon","Alumni"," Executive Assistant",5,1,4,5,5,1
21801,"amazon","Employee"," Network Engineer II",5,4,5,3,4,5
21802,"amazon","Employee"," Senior User Experience Designer",3,4,3,4,4,3
21803,"amazon","Employee"," ICQA Process Assistant",5,3,5,4,5,4
21804,"amazon","Alumni"," Anonymous Employee",2,5,2,3,2,1
21805,"amazon","Employee"," Software Engineer",4,3,4,5,5,4
21806,"amazon","Employee"," Anonymous Employee",4,3,4,4,4,3
21807,"amazon","Alumni"," Customer Service Associate",3,3,3,3,3,3
21808,"amazon","Alumni"," Amazon Area Manager",3,1,3,3,5,3
21809,"amazon","Alumni"," Fulfillment Associate",3,2,4,3,3,2
21810,"amazon","Employee"," Trainer",3,4,3,3,3,3
21811,"amazon","Alumni"," Anonymous Employee",2,2,2,3,2,2
21812,"amazon","Employee"," Technical Program Manager",2,1,1,3,3,1
21813,"amazon","Employee"," ICQA Associate",4,4,5,5,4,4
21814,"amazon","Employee"," Anonymous Employee",4,3,5,4,3,4
21815,"amazon","Alumni"," Anonymous Employee",5,5,5,4,5,5
21816,"amazon","Employee"," Fulfillment Associate",1,1,1,2,4,2
21817,"amazon","Employee"," Anonymous Employee",2,2,1,1,1,1
21818,"amazon","Employee"," Anonymous Employee",3,2,4,4,3,4
21819,"amazon","Alumni"," Anonymous Employee",1,1,1,1,4,1
21820,"amazon","Alumni"," Anonymous Employee",5,2,5,3,5,3
21821,"amazon","Employee"," Technical Recruiter",4,3,5,5,3,3
21822,"amazon","Alumni"," Anonymous Employee",3,3,4,4,4,3
21823,"amazon","Employee"," Business Analyst",3,1,2,4,4,1
21824,"amazon","Alumni"," Senior HRBP",3,3,4,3,5,3
21825,"amazon","Alumni"," Anonymous Employee",4,2,2,4,5,2
21826,"amazon","Alumni"," Anonymous Employee",5,3,4,4,4,3
21827,"amazon","Employee"," Packer",5,3,2,4,5,3
21828,"amazon","Employee"," Amazon Warehouse Worker",2,1,2,2,2,2
21829,"amazon","Alumni"," Anonymous Employee",2,3,4,4,4,3
21830,"amazon","Employee"," Process Assistant",4,3,4,3,4,3
21831,"amazon","Employee"," Anonymous Employee",3,5,3,3,5,1
21832,"amazon","Alumni"," Software Development Engineer",1,1,2,3,3,3
21833,"amazon","Employee"," FC Associate",5,5,5,5,5,5
21834,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
21835,"amazon","Employee"," Tier I Associate",3,2,3,3,5,3
21836,"amazon","Alumni"," Anonymous Employee",3,2,3,2,2,2
21837,"amazon","Employee"," Anonymous Employee",3,4,3,4,4,4
21838,"amazon","Alumni"," Production Line Worker",1,1,1,1,1,1
21839,"amazon","Employee"," Anonymous Employee",4,2,3,5,5,4
21840,"amazon","Alumni"," Anonymous Employee",4,2,5,5,5,2
21841,"amazon","Employee"," Technical Recruiter",4,4,4,5,3,5
21842,"amazon","Alumni"," Production Line Worker",1,1,1,1,1,1
21843,"amazon","Employee"," Software Development Engineer",4,3,4,3,3,3
21844,"amazon","Employee"," Picker, Peak Problem Solve, Stower",3,2,2,2,4,2
21845,"amazon","Employee"," Anonymous Employee",3,2,4,3,3,4
21846,"amazon","Alumni"," Anonymous Employee",3,2,3,3,3,3
21847,"amazon","Employee"," Anonymous Employee",3,2,3,5,5,3
21848,"amazon","Alumni"," Anonymous Employee",4,4,4,4,4,4
21849,"amazon","Alumni"," Resolution Lead",2,2,2,2,5,1
21850,"amazon","Alumni"," Digital Account Manager",5,5,5,5,5,5
21851,"amazon","Employee"," ICQA PA",4,1,4,4,4,5
21852,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
21853,"amazon","Employee"," Anonymous Employee",3,2,3,2,2,4
21854,"amazon","Alumni"," Anonymous Employee",2,2,2,2,3,2
21855,"amazon","Employee"," Quality Assurance Software Engineer",2,1,3,4,4,3
21856,"amazon","Employee"," Anonymous Employee",1,3,1,5,5,1
21857,"amazon","Alumni"," Human Resources",1,1,1,2,4,1
21858,"amazon","Employee"," Brand Specialist",2,1,2,2,4,2
21859,"amazon","Alumni"," Anonymous Employee",3,2,2,2,3,2
21860,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
21861,"amazon","Employee"," Software Development Engineer II",4,3,4,3,4,4
21862,"amazon","Alumni"," Anonymous Employee",1,3,4,4,4,3
21863,"amazon","Employee"," Picker",2,1,2,2,1,3
21864,"amazon","Employee"," Warehouse Associate",4,3,2,4,4,2
21865,"amazon","Employee"," Problem Solver",4,3,5,4,4,3
21866,"amazon","Employee"," Anonymous Employee",3,3,3,4,4,3
21867,"amazon","Alumni"," Anonymous Employee",2,1,4,1,1,3
21868,"amazon","Employee"," Senior Product Manager",4,1,4,5,3,2
21869,"amazon","Employee"," Anonymous Employee",5,3,4,4,4,3
21870,"amazon","Employee"," Software Development Engineer II",5,4,5,5,4,4
21871,"amazon","Employee"," Software Engineer",3,4,4,3,4,4
21872,"amazon","Employee"," User Experience Designer",1,1,2,5,3,1
21873,"amazon","Alumni"," Anonymous Employee",4,2,3,4,5,5
21874,"amazon","Employee"," Picker",2,2,2,2,2,2
21875,"amazon","Alumni"," Anonymous Employee",1,1,1,2,3,1
21876,"amazon","Employee"," Anonymous Employee",4,4,4,2,3,4
21877,"amazon","Employee"," Facilities Tech II - Amazon.com",5,5,5,5,4,4
21878,"amazon","Employee"," Senior Financial Analyst",3,3,4,4,4,3
21879,"amazon","Employee"," Stow",3,2,2,3,2,2
21880,"amazon","Alumni"," Fulfillment Associate",1,1,1,1,1,1
21881,"amazon","Alumni"," Software Development Engineer",4,1,3,2,4,3
21882,"amazon","Employee"," Anonymous Employee",2,3,4,4,4,3
21883,"amazon","Employee"," Picker",1,5,1,1,1,1
21884,"amazon","Alumni"," Warehouse Worker",1,5,5,5,5,5
21885,"amazon","Employee"," Anonymous Employee",4,1,3,2,4,3
21886,"amazon","Employee"," Fulfillment Associate",5,5,5,5,5,5
21887,"amazon","Alumni"," ICQA Associate",2,3,1,1,3,3
21888,"amazon","Alumni"," Area Manager",1,1,1,4,5,1
21889,"amazon","Alumni"," Anonymous Employee",1,2,1,1,5,1
21890,"amazon","Employee"," Anonymous Employee",3,1,3,5,3,1
21891,"amazon","Alumni"," Anonymous Employee",3,3,3,3,3,3
21892,"amazon","Alumni"," PGM",3,2,5,4,4,3
21893,"amazon","Employee"," Support Engineer",1,1,1,1,1,1
21894,"amazon","Employee"," Anonymous Employee",4,3,4,4,4,3
21895,"amazon","Employee"," Anonymous Employee",4,3,4,5,4,3
21896,"amazon","Employee"," Anonymous Employee",5,5,5,5,5,5
21897,"amazon","Employee"," Assistant Manager",2,1,1,2,3,1
21898,"amazon","Employee"," Anonymous Employee",4,2,2,3,5,3
21899,"amazon","Employee"," Software Development Manager II",4,1,5,4,4,3
21900,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
21901,"amazon","Alumni"," Human Resources",3,2,3,3,5,2
21902,"amazon","Employee"," Anonymous Employee",5,5,5,5,5,5
21903,"amazon","Employee"," Anonymous Employee",1,1,1,1,1,1
21904,"amazon","Alumni"," Anonymous Employee",1,1,1,3,1,1
21905,"amazon","Employee"," Marketing Manager",3,3,2,5,4,2
21906,"amazon","Alumni"," Anonymous Employee",3,2,2,3,3,3
21907,"amazon","Employee"," Anonymous Employee",5,5,5,5,5,3
21908,"amazon","Alumni"," Customer Service Representative",2,1,1,1,4,1
21909,"amazon","Alumni"," Data Center HVAC Engineering Manager",1,3,4,1,1,3
21910,"amazon","Employee"," Data Analyst",4,3,4,3,4,3
21911,"amazon","Alumni"," Packer",4,4,4,4,4,3
21912,"amazon","Employee"," Software Development Engineer In Test II",2,1,1,2,4,1
21913,"amazon","Employee"," Buyer",3,1,1,4,3,1
21914,"amazon","Employee"," Anonymous Employee",5,5,5,3,4,5
21915,"amazon","Alumni"," Team Leader",1,1,1,1,1,1
21916,"amazon","Employee"," Anonymous Employee",4,3,3,5,5,3
21917,"amazon","Alumni"," Warehouse Associate",4,2,5,3,3,3
21918,"amazon","Alumni"," Anonymous Employee",4,5,4,4,3,4
21919,"amazon","Employee"," Amazon Warehouse Worker",4,5,4,2,3,3
21920,"amazon","Alumni"," Anonymous Employee",3,3,4,4,4,3
21921,"amazon","Alumni"," Software Development Engineer I",3,2,3,2,3,2
21922,"amazon","Alumni"," Fulfillment Associate",3,1,4,2,3,4
21923,"amazon","Alumni"," Program Manager",1,1,1,1,3,1
21924,"amazon","Alumni"," Anonymous Employee",1,3,4,4,4,3
21925,"amazon","Alumni"," Program Manager",5,5,5,5,5,5
21926,"amazon","Employee"," Warehouse Associate",1,1,1,1,1,1
21927,"amazon","Employee"," Anonymous Employee",5,5,5,5,5,5
21928,"amazon","Employee"," Software Development Engineer II",4,3,4,4,3,3
21929,"amazon","Alumni"," Anonymous Employee",4,1,2,4,4,2
21930,"amazon","Employee"," Anonymous Employee",3,5,2,1,3,1
21931,"amazon","Employee"," Vendor Manager",3,1,4,3,4,2
21932,"amazon","Alumni"," Software Development Engineer II",4,2,2,4,5,3
21933,"amazon","Employee"," Systems Engineer II",4,1,3,4,3,1
21934,"amazon","Alumni"," Voluntarily Quit Amazon",1,2,1,1,3,1
21935,"amazon","Employee"," Anonymous Employee",4,3,3,5,3,3
21936,"amazon","Employee"," Amazon Warehouse Worker",1,3,4,4,4,3
21937,"amazon","Employee"," Anonymous Employee",3,3,4,4,4,3
21938,"amazon","Employee"," Account Executive/Sales",4,5,5,3,5,2
21939,"amazon","Employee"," Anonymous Employee",5,3,5,5,5,4
21940,"amazon","Employee"," Safety Manager",4,2,3,3,3,3
21941,"amazon","Alumni"," Anonymous Employee",4,2,4,2,3,3
21942,"amazon","Alumni"," Fulfillment Associate",4,2,5,5,5,4
21943,"amazon","Alumni"," Anonymous Employee",2,1,1,1,4,1
21944,"amazon","Alumni"," Warehouse Associate",2,3,4,4,4,3
21945,"amazon","Alumni"," Anonymous Employee",2,1,3,3,5,1
21946,"amazon","Alumni"," ICQA Associate",3,5,3,2,2,3
21947,"amazon","Employee"," Software Development Engineer",2,2,2,2,2,3
21948,"amazon","Alumni"," Texas",5,3,4,3,5,3
21949,"amazon","Alumni"," Warehouse Associate",5,5,5,4,4,5
21950,"amazon","Alumni"," Anonymous Employee",2,3,1,4,5,2
21951,"amazon","Alumni"," Warehouse Fulfillment Associate",1,1,3,1,2,1
21952,"amazon","Employee"," Senior Technical Program Manager",5,4,5,5,5,5
21953,"amazon","Employee"," Anonymous Employee",4,4,4,5,4,3
21954,"amazon","Employee"," TPM",4,3,3,3,3,3
21955,"amazon","Employee"," Senior Quality Assurance Analyst",3,2,1,1,2,2
21956,"amazon","Employee"," Intern - Monthly",3,2,3,3,3,3
21957,"amazon","Employee"," Anonymous Employee",3,3,4,3,2,3
21958,"amazon","Employee"," Merchandiser",3,2,3,4,3,3
21959,"amazon","Employee"," Software Development Engineer I",4,4,3,5,4,3
21960,"amazon","Employee"," Anonymous Employee",5,5,5,5,5,5
21961,"amazon","Employee"," Senior Technical Program Manager",4,3,3,4,1,3
21962,"amazon","Employee"," Anonymous Employee",5,5,5,5,3,5
21963,"amazon","Employee"," Fulfillment Associate",4,3,4,4,4,3
21964,"amazon","Employee"," Anonymous Employee",4,4,4,4,4,4
21965,"amazon","Alumni"," Picker",4,2,4,4,3,3
21966,"amazon","Employee"," Senior Manager",4,2,2,4,4,2
21967,"amazon","Employee"," Associate",3,3,4,2,4,3
21968,"amazon","Alumni"," Senior Instock Manager",3,2,3,3,5,3
21969,"amazon","Employee"," Anonymous Employee",3,4,4,2,4,2
21970,"amazon","Alumni"," Anonymous Employee",3,4,3,4,4,3
21971,"amazon","Alumni"," Fulfillment Associate",1,3,2,1,2,1
21972,"amazon","Employee"," Anonymous Employee",5,4,5,5,4,5
21973,"amazon","Employee"," Anonymous Employee",2,3,4,4,4,3
21974,"amazon","Employee"," Product Manager",4,2,4,3,4,4
21975,"amazon","Alumni"," Program Manager",3,1,5,3,4,3
21976,"amazon","Employee"," Sort Center Area Manager",3,3,4,2,4,4
21977,"amazon","Alumni"," Anonymous Employee",3,2,1,3,4,1
21978,"amazon","Employee"," Database Administrator",3,3,4,4,4,3
21979,"amazon","Employee"," Anonymous Employee",1,3,4,4,4,3
21980,"amazon","Employee"," Anonymous Employee",4,3,4,4,4,3
21981,"amazon","Employee"," Anonymous Employee",2,2,1,2,3,1
21982,"amazon","Employee"," Senior Manager",4,3,5,4,4,2
21983,"amazon","Employee"," Manager Finance",1,1,1,1,1,1
21984,"amazon","Employee"," Senior Vendor Manager",4,2,2,5,5,3
21985,"amazon","Employee"," Anonymous Employee",5,4,5,5,5,4
21986,"amazon","Employee"," Anonymous Employee",5,1,3,5,2,3
21987,"amazon","Alumni"," Problem Solver",4,4,4,3,3,4
21988,"amazon","Employee"," Anonymous Employee",3,4,1,4,2,4
21989,"amazon","Employee"," Shipping",3,3,3,5,4,3
21990,"amazon","Alumni"," Consultant",5,5,5,5,5,5
21991,"amazon","Employee"," Loss Prevention Manager",5,3,5,5,5,5
21992,"amazon","Employee"," Warehouse Associate",5,3,5,5,4,4
21993,"amazon","Employee"," Anonymous Employee",5,4,5,5,5,4
21994,"amazon","Alumni"," Human Resources Assistant Intern",3,2,2,4,3,2
21995,"amazon","Alumni"," Anonymous Employee",3,3,3,3,3,2
21996,"amazon","Alumni"," Operations Leadership",3,2,3,3,4,2
21997,"amazon","Employee"," Anonymous Employee",5,2,5,4,4,5
21998,"amazon","Employee"," Stow",5,4,5,5,5,4
21999,"amazon","Employee"," Senior Manager",5,3,5,5,4,4
22000,"amazon","Employee"," Senior Manager",5,3,5,5,4,4
22001,"amazon","Employee"," Anonymous Employee",5,2,3,3,5,3
22002,"amazon","Employee"," Account Executive",4,3,5,5,4,5
22003,"amazon","Employee"," Anonymous Employee",5,4,4,4,5,5
22004,"amazon","Employee"," Senior Marketing Manager",2,1,1,2,2,1
22005,"amazon","Employee"," Software Development Engineer",4,3,3,4,3,4
22006,"amazon","Employee"," Anonymous Employee",4,3,4,4,4,3
22007,"amazon","Alumni"," Site Merchandiser",3,3,2,3,3,2
22008,"amazon","Employee"," Anonymous Employee",3,3,2,3,3,2
22009,"amazon","Alumni"," Operations Leadership Intern",4,3,3,4,3,4
22010,"amazon","Employee"," Packer",5,5,5,2,5,5
22011,"amazon","Employee"," Software QA Engineer",5,4,4,5,5,4
22012,"amazon","Employee"," Network and Systems Administrator",5,5,5,5,5,5
22013,"amazon","Alumni"," Problem Solver",2,2,3,1,4,1
22014,"amazon","Employee"," Warehouse Associate",5,4,5,5,5,3
22015,"amazon","Employee"," Process Assistant",4,4,4,3,5,4
22016,"amazon","Employee"," Anonymous Employee",3,3,4,4,4,3
22017,"amazon","Employee"," Anonymous Employee",3,3,4,4,4,3
22018,"amazon","Alumni"," Software Engineer Internship",5,4,4,5,4,5
22019,"amazon","Alumni"," Anonymous Employee",4,3,4,4,4,3
22020,"amazon","Employee"," Senior Financial Analyst",1,2,2,2,3,2
22021,"amazon","Alumni"," Head",1,1,1,3,5,1
22022,"amazon","Alumni"," Fulfillment Associate",3,2,3,2,1,2
22023,"amazon","Employee"," Anonymous Employee",3,3,4,4,4,3
22024,"amazon","Alumni"," Full Time Stower",2,2,2,3,5,3
22025,"amazon","Alumni"," Anonymous Employee",1,3,2,1,4,2
22026,"amazon","Alumni"," Anonymous Employee",2,3,4,4,4,3
22027,"amazon","Employee"," Human Resources",2,1,4,1,3,3
22028,"amazon","Employee"," Anonymous Employee",3,1,2,3,5,3
22029,"amazon","Alumni"," Process Assistant",3,3,3,4,3,3
22030,"amazon","Alumni"," Warehouse Associate",1,1,1,1,1,1
22031,"amazon","Employee"," Anonymous Employee",5,3,5,5,4,5
22032,"amazon","Employee"," Picker/Outbound",2,2,2,2,3,2
22033,"amazon","Employee"," Anonymous Employee",1,1,1,3,3,2
22034,"amazon","Employee"," Area Manager",4,3,4,5,5,3
22035,"amazon","Alumni"," Anonymous Employee",5,5,5,4,5,5
22036,"amazon","Employee"," Program Manager I",3,3,2,4,3,2
22037,"amazon","Employee"," Anonymous Employee",3,1,3,4,2,2
22038,"amazon","Employee"," Senior Systems Engineer",5,4,4,4,4,4
22039,"amazon","Employee"," Inbound Control Quality Assurance",2,4,2,1,2,1
22040,"amazon","Employee"," Stower",4,3,4,4,4,3
22041,"amazon","Employee"," Anonymous Employee",4,5,4,3,3,4
22042,"amazon","Employee"," Anonymous Employee",3,2,3,4,4,3
22043,"amazon","Employee"," Warehouse Picker",3,2,4,1,5,1
22044,"amazon","Employee"," Anonymous Employee",3,3,4,4,4,3
22045,"amazon","Alumni"," Anonymous Employee",5,5,5,3,5,3
22046,"amazon","Employee"," Anonymous Employee",4,3,5,4,4,5
22047,"amazon","Alumni"," Anonymous Employee",3,1,2,4,5,3
22048,"amazon","Employee"," Anonymous Employee",3,1,1,3,3,3
22049,"amazon","Employee"," Warehouse Associate, Line Lead",3,2,4,2,3,2
22050,"amazon","Employee"," Finance Manager",2,1,2,4,4,2
22051,"amazon","Alumni"," NPI Material Manager",2,1,1,1,1,1
22052,"amazon","Employee"," Anonymous Employee",4,3,4,5,3,4
22053,"amazon","Employee"," Software Development Engineer II",3,2,3,4,3,4
22054,"amazon","Employee"," Order Picker",4,3,5,5,5,3
22055,"amazon","Alumni"," Anonymous Employee",3,3,4,2,3,3
22056,"amazon","Employee"," Designer",1,1,1,1,5,1
