Company,jobtitle,overall_ratings,workLifebalance_ratings,culturevalues_ratings,carreropportunities_ratings,benefits_ratings,seniormangemnet_ratings
amazon,PT Sales Associate,4,5,4,4,4,2
amazon,PT Shipping/Receiving Associate,2,1,2,2,2,2
amazon,Pack,3,2,2,3,3,2
amazon,Pack Process Assistant,1,3,1,1,5,1
amazon,Pack and Pick,1,1,1,5,1,1
amazon,Package Handler,3,3,3,3,3,2
amazon,Package Sorter,4,4,4,4,3,3
amazon,Packaging,5,3,5,5,5,5
amazon,Packaging Engineer,5,4,4,4,4,4
amazon,Packer,4,3,3,3,4,3
amazon,Packer/Picker,4,4,4,4,4,3
amazon,Packer/Picker/ICQA,1,1,2,1,3,1
amazon,Packing,3,3,3,4,4,3
amazon,Packing Picking,4,3,3,2,2,3
amazon,Paketzusteller/in,3,3,4,4,4,3
amazon,Pallet Builder,2,2,2,3,3,3
amazon,Pallet Consolidate,4,4,5,4,5,3
amazon,Pallet Flow,5,5,5,5,5,5
amazon,Pallet Recieve,3,2,3,3,3,2
amazon,Pantry Associate,1,1,1,3,3,1
amazon,Pantry Associate/Fulfillment Warehouse,4,2,3,3,3,2
amazon,Part Time Associate,4,4,3,4,4,3
amazon,Part Time Campus Associate,4,5,3,4,4,3
amazon,Part Time Fulfillment,4,4,4,4,3,4
amazon,Part Time Package Handler,4,4,4,4,3,3
amazon,Part Time Sales Associate,4,4,4,3,3,4
amazon,Part- Time Class Q Associate,4,3,3,3,3,3
amazon,Part-Time Seasonal Sortation Associate,5,2,4,2,1,1
amazon,Partner Account Manager,3,2,3,3,3,1
amazon,Partner Development Manager,5,4,5,5,4,5
amazon,Partner Manager,5,4,5,5,5,5
amazon,Partner Organization,5,4,5,5,5,4
amazon,Partner Solution Architect,5,3,4,5,3,3
amazon,Partner Solutions Architect,5,4,5,5,5,4
amazon,Partner Sucess Manager,4,2,5,5,4,3
amazon,Patent Engineer,5,4,5,5,4,5
amazon,Pathways,1,1,1,2,2,1
amazon,Pathways Operations Manager,5,5,5,5,5,5
amazon,Pay and Time Administrative,5,5,5,5,5,3
amazon,Payable,4,4,3,4,4,3
amazon,Payroll,3,3,4,4,4,3
amazon,Payroll Specialist,3,3,3,4,4,2
amazon,Pcker,2,2,2,2,2,3
amazon,Pennsylvania,3,3,3,3,4,3
amazon,People Manager,5,3,5,5,4,4
amazon,Personal Assistant,4,3,4,4,3,5
amazon,Personal Shopper,1,3,4,4,4,3
amazon,Photographer,4,4,4,4,4,4
amazon,Physical Security,2,2,3,3,5,2
amazon,Physical Security Manager,3,2,1,2,2,1
amazon,Physical Security Systems Administrative,5,3,4,5,4,4
amazon,Pick,3,1,3,3,4,2
amazon,Pick PA,5,3,5,4,4,5
amazon,Pick/Packer/Problem Solver,4,3,4,4,5,3
amazon,Picker,3,3,3,3,3,3
amazon,Picker Packer,3,2,3,2,1,4
amazon,Picker and Packer,3,4,4,2,5,3
amazon,Picker/Dock/Icqa,3,2,1,1,3,1
amazon,Picker/Mentor/Problem Solver,5,5,5,5,5,5
amazon,Picker/Non-Inventory/AM,5,3,4,5,3,3
amazon,Picker/Outbound,2,2,2,2,3,2
amazon,Picker/Packer,3,3,3,3,4,3
amazon,Picker/Packer/Rebin,5,5,5,5,5,5
amazon,Picker/packer-Outbound,5,5,4,3,4,4
amazon,Picket,3,3,3,3,3,4
amazon,Picking,1,1,1,1,1,2
amazon,Pilot,5,3,3,4,4,5
amazon,Pit Trainer,5,4,4,5,5,4
amazon,Planner,5,3,4,5,5,3
amazon,Post Production,5,5,4,5,5,4
amazon,Post editing specialist,3,3,4,4,4,3
amazon,Practice Manager,5,4,5,5,4,4
amazon,Prefer Not to Say,2,1,1,4,4,1
amazon,Premium Technical Account Manager,5,4,5,5,5,4
amazon,Prep,5,3,4,3,5,3
amazon,Prep Problem Solver and Ambassador,5,4,3,5,5,5
amazon,Prime Member,5,3,4,4,4,3
amazon,Prime Now Associate,3,4,4,3,3,3
amazon,Prime Shopper,3,3,2,3,3,2
amazon,PrimeNow Associate,1,1,1,1,1,1
amazon,Principal,5,4,4,5,5,4
amazon,Principal Account Manager,5,5,5,5,5,4
amazon,Principal Consultant,5,3,5,4,3,4
amazon,Principal Engineer,4,4,4,5,3,4
amazon,Principal HRBP,4,4,3,4,4,3
amazon,Principal Open Source Technologist,5,5,5,5,4,4
amazon,Principal Operations Program Manager,5,5,5,4,5,5
amazon,Principal Product Management,5,4,5,5,5,5
amazon,Principal Product Manager,4,3,4,4,4,4
amazon,Principal Security Architect,4,4,5,5,4,5
amazon,Principal Software Development Engineer,5,4,5,5,5,5
amazon,Principal Software Engineer,5,4,5,5,5,5
amazon,Principal Solution Architect,2,2,5,1,4,1
amazon,Principal Solution Architect - Tech Leader,5,4,5,5,5,4
amazon,Principal Solutions Architect,5,4,5,5,4,4
amazon,Principal TPM,4,4,3,4,3,4
amazon,Principal Technical Program Manager,5,4,5,5,5,5
amazon,Principal Video Systems Engineer,5,4,5,5,5,5
amazon,Problem Solve Manager,3,4,2,4,5,2
amazon,Problem Solve PA,5,5,5,5,5,5
amazon,Problem Solve/Ambassador,3,3,4,4,4,3
amazon,Problem Solver,4,3,4,4,4,3
amazon,Process Aggregator,4,5,5,5,5,5
amazon,Process Analyst,5,5,5,5,5,5
amazon,Process Assistant,4,3,4,4,4,3
amazon,Process Assistant In Robotics,5,3,5,5,5,5
amazon,Process Assistant Level III,3,2,3,3,2,2
amazon,Process Assistant Tier III,4,4,5,5,4,4
amazon,Process Associate,4,3,5,4,4,4
amazon,Process Consultant,5,5,5,5,5,3
amazon,Process Control Specialist,4,3,3,5,5,4
amazon,Process Controller,5,3,3,2,5,2
amazon,Process Engineer,3,3,3,4,4,2
amazon,Process Guide,4,3,4,4,4,4
amazon,Process Guide Stow,5,5,5,5,5,5
amazon,Process Lead,4,3,4,4,4,4
amazon,Process Manager,2,1,2,2,3,1
amazon,Process Owner,5,4,5,5,5,5
amazon,Process/Team Lead,5,3,5,5,4,3
amazon,Processing Associate,4,3,4,3,3,4
amazon,Processor,3,4,4,5,5,3
amazon,Processor Waterspider,5,5,5,5,5,5
amazon,Procurement,3,2,3,4,2,3
amazon,Procurement Assistant,4,4,5,3,2,2
amazon,Procurement Category Manager,5,5,5,5,5,4
amazon,Procurement Manager,5,5,5,5,5,4
amazon,Procurement Operations Analyst,3,4,5,4,5,5
amazon,Product,5,3,4,5,4,4
amazon,Product Associate,1,3,4,1,2,3
amazon,Product Compliance Associate,4,2,2,4,4,2
amazon,Product Compliance(Hazardous Materials),5,5,5,3,5,4
amazon,Product Engineer,5,5,5,5,5,5
amazon,Product Handler,5,5,5,4,4,4
amazon,Product Management,4,3,4,4,3,3
amazon,Product Manager,3,3,3,4,4,3
amazon,Product Manager (Online),4,4,5,5,5,5
amazon,Product Manager I,5,5,5,5,5,5
amazon,Product Manager II,4,3,4,5,4,4
amazon,Product Manager III,2,1,2,3,3,2
amazon,Product Manager Ll,5,3,5,4,4,5
amazon,Product Marketing,5,3,5,4,4,3
amazon,Product Quality Investigator,4,3,5,3,3,4
amazon,Product Specialist,5,5,5,5,5,5
amazon,Product Support Analyst,4,3,4,4,4,4
amazon,Production,1,4,4,4,5,4
amazon,Production Assistant,2,1,1,1,2,1
amazon,Production Assistant (Tier III),2,2,4,2,2,3
amazon,Production Associate,3,5,1,1,4,1
amazon,Production Compliance Senior Associate,5,5,5,5,5,5
amazon,Production Designer,1,1,1,1,3,1
amazon,Production Manager,4,1,1,1,4,1
amazon,Production Planning Analyst,5,3,5,5,4,4
amazon,Products Listing,5,5,5,5,5,5
amazon,Professional Services,5,5,5,5,5,5
amazon,Professional Services Consultant,5,5,5,5,3,5
amazon,Professional Services Manager,5,4,5,5,5,5
amazon,Professional Services Practice Manager,5,4,5,5,5,5
amazon,Program Leader,5,4,5,5,3,4
amazon,Program Management,5,5,5,5,5,5
amazon,Program Management Manager,5,3,5,5,5,5
amazon,Program Manager,4,3,4,4,4,4
amazon,Program Manager (Non-tech),2,1,3,5,5,1
amazon,Program Manager I,4,3,4,4,4,3
amazon,Program Manager II,4,3,4,5,4,4
amazon,Program Manager III,4,3,4,4,3,3
amazon,Program Managet,5,5,4,5,4,5
amazon,Program Ops Specialist,4,3,4,4,2,4
amazon,Program Specialist,4,3,4,4,3,3
amazon,Programmer,4,4,5,4,4,3
amazon,Programmer Analyst,4,3,5,5,4,4
amazon,Programmer Writer,3,3,4,2,4,1
amazon,Programmer/Analyst,4,3,4,4,4,3
amazon,Project Coordinator,3,3,4,4,4,3
amazon,Project Lead,4,3,4,4,3,3
amazon,Project Management Coordinator,5,2,5,5,4,2
amazon,Project Management Engineer,5,3,4,5,5,4
amazon,Project Manager,4,3,4,4,4,3
amazon,Prossing Assosate,5,4,4,4,4,4
amazon,Public Relations Manager,5,3,5,5,5,4
amazon,Pup Driver,\N,\N,\N,4,4,5
amazon,Purchasing and Sales Manager,5,4,4,4,4,4
amazon,QA Analyst,5,5,5,5,5,5
amazon,QA Associate,4,3,4,4,2,3
amazon,QA Engineer,4,3,4,5,4,4
amazon,QA II,5,5,5,5,5,5
amazon,QA Manager,4,3,4,4,4,4
amazon,QA Team Member,4,3,4,4,4,3
amazon,QAE,4,4,3,4,4,4
amazon,QAE II,4,3,4,4,4,4
amazon,QAE-II,4,3,4,5,5,4
amazon,QAE2,3,2,4,3,4,2
amazon,QAEII,5,4,4,4,4,4
amazon,QAM,5,5,5,5,5,5
amazon,QAM III,4,4,4,4,4,4
amazon,QAT,5,5,5,5,3,3
amazon,QAT I,5,4,4,5,3,3
amazon,QS-DA,5,5,5,4,5,4
amazon,Quality,1,3,4,4,4,3
amazon,Quality Analysis,3,1,2,3,3,1
amazon,Quality Analyst,4,4,4,4,4,4
amazon,Quality Associate,4,5,5,4,4,4
amazon,Quality Assurance - Digital Supply Chain,4,4,3,4,4,3
amazon,Quality Assurance Analyst,3,2,2,3,4,3
amazon,Quality Assurance Associate,4,5,5,4,4,5
amazon,Quality Assurance Engineer,4,3,4,4,4,4
amazon,Quality Assurance Engineer (QA Engineer),5,4,5,5,5,4
amazon,Quality Assurance Engineer I,4,4,4,4,4,3
amazon,Quality Assurance Engineer II,4,3,4,4,4,3
amazon,Quality Assurance Lead,5,5,5,5,5,5
amazon,Quality Assurance Manager III,3,2,3,3,4,4
amazon,Quality Assurance Software Engineer,2,1,3,4,4,3
amazon,Quality Assurance Specialist,4,3,5,3,4,3
amazon,Quality Assurance Technician,4,3,4,4,3,3
amazon,Quality Assurance Technician II,5,2,4,5,4,4
amazon,Quality Auditor,5,3,5,3,4,4
amazon,Quality Control,3,2,2,3,3,3
amazon,Quality Control Associate,4,4,3,5,4,3
amazon,Quality Control Specialist,3,2,2,2,3,1
amazon,Quality Engineer,4,3,4,5,3,3
amazon,Quality Expert,5,4,5,4,4,4
amazon,Quality Lead,5,1,3,4,4,4
amazon,Quality Operations Manager,5,4,5,5,5,4
amazon,Quality Service Associate,5,4,5,4,4,4
amazon,Quality Services,5,4,4,5,4,3
amazon,Quality Services Associate,4,4,5,3,2,3
amazon,Quality Specialist,5,4,4,5,4,4
amazon,Quality Team Leader,4,3,5,4,4,2
amazon,R&amp,\N,4,3,5,3,4
amazon,RAS,5,5,5,5,5,5
amazon,RLDP Manager,4,3,4,4,4,4
amazon,RME Tech III,5,5,5,4,4,4
amazon,RSP Process Assistant (Supervisor/Lead),3,5,4,4,5,2
amazon,RSR PG/AMBASSADOR,4,4,4,4,4,4
amazon,RTS Associate,5,3,5,5,4,5
amazon,Reach Scientist,5,5,5,5,5,5
amazon,Real Estate Manager,5,5,5,5,4,5
amazon,Receive,1,2,1,1,4,1
amazon,Receive Associate,3,4,2,2,2,2
amazon,Receive Clerk,5,4,4,5,5,4
amazon,Receive Problem Solver,5,4,5,5,3,4
amazon,Receiver,4,4,4,4,4,4
amazon,Receiving,3,2,3,3,4,2
amazon,Receiving Associate,3,2,3,3,4,2
amazon,Receiving Clerk,2,3,4,4,4,3
amazon,Reception,4,3,4,5,4,2
amazon,Recieve,4,3,4,3,2,2
amazon,Recruiter,4,3,4,4,4,4
amazon,Recruiter - TADP,5,3,4,4,4,3
amazon,Recruiter II,5,4,5,5,4,5
amazon,Recruiter-TADP Program,5,4,5,5,5,5
amazon,Recruiting,5,4,5,5,4,5
amazon,Recruiting Assistant,\N,5,5,5,3,3
amazon,Recruiting Business Partner,5,4,5,5,4,4
amazon,Recruiting Coordinator,4,3,4,4,4,4
amazon,Recruiting Manager,4,3,4,4,4,4
amazon,Recruiting Program Manager,5,4,5,5,5,5
amazon,Recruiting Specialist,5,4,5,5,4,4
amazon,Recruitment Coordinator,3,2,2,3,4,1
amazon,Recruitment Specialist,5,4,4,4,4,4
amazon,Recruting Manager,5,5,5,4,4,4
amazon,Reduced Time Fullfilmemt Worker SAT2,5,5,5,5,4,5
amazon,Reduced Time Warehouse Associate,4,3,4,4,5,4
amazon,Reduced-time Warehouse Associate,3,3,3,2,4,2
amazon,Regional Business Development Manager,5,3,5,5,5,4
amazon,Regional EHS Manager,2,1,2,5,5,2
amazon,Regional IT Manager,5,4,5,5,5,5
amazon,Regional Loss Prevention Manager,5,4,5,5,4,5
amazon,Regional Manager,5,4,5,5,5,4
amazon,Regional Sales Manager,3,4,5,3,3,1
amazon,Regular Associate,4,3,4,3,3,3
amazon,Reliability Maintenance Engineer Technician II,5,5,5,5,4,5
amazon,Reliability Maintenance Engineering Manager,2,2,2,2,4,2
amazon,Reliability Maintenance Technician III,5,5,5,5,5,5
amazon,Remote Associate,4,5,5,5,4,5
amazon,Remote Count Associate,5,5,5,4,4,5
amazon,Remote Customer Service Representative,3,3,4,4,3,3
amazon,Replenish,\N,\N,\N,5,3,4
amazon,Research Analyst,4,3,5,5,4,4
amazon,Research Associate,5,3,5,4,4,5
amazon,Research Manager,5,3,5,5,4,4
amazon,Research Scientist,4,4,4,4,4,4
amazon,Research Scientist II,4,2,3,4,3,3
amazon,Research Scientist III,4,3,4,4,4,3
amazon,Researcher,5,4,5,5,5,5
amazon,Reserves,3,5,3,3,1,1
amazon,Resolution Expert,5,4,4,5,3,2
amazon,Resolution Specialist,4,4,4,4,3,3
amazon,Retail,3,1,2,3,3,2
amazon,Retail Account Manager,5,4,5,4,4,5
amazon,Retail Assistant Manager,5,3,4,4,4,3
amazon,Retail Associate,4,4,4,4,4,3
amazon,Retail Business,2,2,1,3,3,1
amazon,Retail Customer Service Associate Work From Home,3,3,3,3,3,4
amazon,Retail Experience Consultant,4,4,4,4,4,3
amazon,Retail Experience Manager,5,4,5,5,5,5
amazon,Retail Manager,1,1,1,1,3,1
amazon,Retail Process Associate,\N,4,4,4,4,4
amazon,Retail Sales Associate,5,5,5,4,5,5
amazon,Retail Store Manager,5,4,4,4,3,4
amazon,Retail Tier Generalist,5,5,5,5,5,4
amazon,Retail Vendor Manager I,5,5,5,5,5,5
amazon,Retail Vendor Manager II,4,4,4,4,4,4
amazon,Retouch Associate,4,3,4,3,3,2
amazon,Returns Agent,\N,\N,4,4,2,3
amazon,Returns Associate,3,3,2,3,4,2
amazon,Returns Processor,3,3,3,3,4,3
amazon,Returns Processor and Grader,5,5,5,5,5,5
amazon,Reverse Logistics Tech,4,4,3,5,3,3
amazon,Reviewer,5,5,4,5,5,4
amazon,Risk Analyst,4,4,4,4,3,4
amazon,Risk Control Analyst,5,5,5,5,4,4
amazon,Risk Investigater,5,5,5,4,4,5
amazon,Risk Investigations Head,5,4,4,4,4,4
amazon,Risk Investigator,4,4,4,4,3,3
amazon,Risk Investigator - AWS Variable Fraud,2,4,1,2,4,3
amazon,Risk Investigator German Language,3,2,5,3,4,4
amazon,Risk Management,4,3,2,1,2,2
amazon,Risk Management Analyst,5,4,5,4,4,4
amazon,Risk Management and Analysis,4,4,4,4,4,3
amazon,Risk Manager,5,4,5,5,4,4
amazon,Risk Mining Investigator,4,3,4,4,3,4
amazon,Risk Mining Specialist,5,4,5,5,4,3
amazon,Risk Specialist,5,5,5,5,5,4
amazon,Risk and Resilience Analyst | Security and Loss Prevention,4,5,5,3,5,5
amazon,Risky Analyst,4,3,5,4,5,4
amazon,Robotocs Fulfillment Center Sorter,4,3,3,3,5,3
amazon,S&amp,\N,5,5,5,5,5
amazon,SDE I,4,4,4,4,4,3
amazon,SDE-1,5,3,4,5,5,5
amazon,SDE-2,5,4,4,5,5,4
amazon,SDE-II,4,3,4,4,4,3
amazon,SDE-III,3,3,3,4,4,4
amazon,SDE-intern,5,4,4,4,4,4
amazon,SDE1,4,3,4,4,4,4
amazon,SDE2,4,3,4,4,4,4
amazon,SDE3,3,3,3,4,4,3
amazon,SDEI,3,3,3,4,4,3
amazon,SDEII,4,3,4,4,4,4
amazon,SDET-II,5,4,5,5,5,5
amazon,SDET2,4,4,5,4,5,4
amazon,SDETII,5,4,4,4,4,4
amazon,SDM,4,3,4,4,4,4
amazon,SDS Agent,2,1,2,3,4,3
amazon,SDS Associate,3,3,3,3,2,3
amazon,SDS CS Associate,5,5,5,4,4,4
amazon,SDS Customer Service Advocate,2,3,3,1,1,5
amazon,SDS Senior Associate,5,5,5,4,5,4
amazon,SFA,4,3,4,5,4,4
amazon,SLP Coordinator,5,2,2,5,5,1
amazon,SME,5,4,4,5,5,5
amazon,SMX Deliver Driver,2,3,4,4,4,3
amazon,SQL Developer,5,5,5,5,5,5
amazon,SRC,3,3,1,2,5,1
amazon,SSA,5,5,5,5,5,4
amazon,SSE,4,4,4,3,4,4
amazon,SVS,5,2,5,5,3,4
amazon,SWE Engineer,5,5,5,5,5,5
amazon,Safety,4,2,3,5,5,4
amazon,Safety Coordinator,5,4,5,5,5,5
amazon,Safety Coordinator/Hazmat Coordinator,2,3,2,2,4,2
amazon,Safety Manager,4,2,3,3,3,3
amazon,Safety Officer,4,2,4,4,3,4
amazon,Safety Specialist,4,3,4,4,4,4
amazon,Salaried Manager,2,2,1,1,4,1
amazon,Sales,4,4,4,4,4,3
amazon,Sales Account Manager,5,5,5,5,5,5
amazon,Sales Assistant,5,5,5,5,5,5
amazon,Sales Associate,3,3,3,3,3,3
amazon,Sales Associate B2B,5,5,5,5,5,5
amazon,Sales Associate Part Time,\N,5,3,5,3,1
amazon,Sales Associate/Cashier,3,4,4,3,3,3
amazon,Sales Consultant,5,5,5,5,5,5
amazon,Sales Director,2,2,4,2,3,1
amazon,Sales Engineer,4,4,5,4,4,4
amazon,Sales Executive,5,5,5,5,5,5
amazon,Sales Leader,5,4,5,4,4,4
amazon,Sales Man,5,4,4,4,4,4
amazon,Sales Manager,4,4,4,4,4,4
amazon,Sales Manager Payments,5,5,5,5,4,5
amazon,Sales Operations Lead,5,4,5,5,5,5
amazon,Sales Representative,4,3,4,4,4,3
amazon,Sales Specialist,4,4,4,5,4,4
amazon,Sales Tax Analyst,5,5,4,3,3,5
amazon,Sales Team Lead,5,5,5,5,5,5
amazon,Sales Team Leader,5,5,5,5,5,5
amazon,Salesforce Administrator,5,5,5,5,3,3
amazon,Salesforce Developer,5,4,5,5,3,5
amazon,Scanner,3,4,3,3,4,3
amazon,Scheduling Specialist,5,4,5,5,5,5
amazon,Sds,5,5,5,5,5,5
amazon,Search and Resque,4,3,4,5,3,4
amazon,Season Fulfillment Associate,3,3,3,4,4,3
amazon,Seasonal,4,5,4,4,4,4
amazon,Seasonal AMZL Sortation Associate,4,5,5,5,5,5
amazon,Seasonal Associate,4,4,4,4,3,3
amazon,Seasonal CSA - VCC,3,2,4,3,2,3
amazon,Seasonal Customer Service Agent,1,1,1,1,1,1
amazon,Seasonal Customer Service Associate,5,2,5,5,4,3
amazon,Seasonal Customer Service Representative,4,4,4,4,2,3
amazon,Seasonal Delivery Driver,1,1,1,1,3,1
amazon,Seasonal Employee,4,3,3,1,4,3
amazon,Seasonal Equipment Coordinator,4,4,5,5,4,5
amazon,Seasonal Fresh Associate,3,3,4,4,4,3
amazon,Seasonal Fulfillment Associate,3,3,3,3,3,3
amazon,Seasonal Part Time Picker,2,2,3,2,2,3
amazon,Seasonal Process Assistant,5,5,4,4,4,4
amazon,Seasonal Process Assistant Tier III,3,2,4,3,3,3
amazon,Seasonal Safety,5,5,5,4,3,5
amazon,Seasonal Sales Associate,3,4,3,2,2,3
amazon,Seasonal Scanning Associate,5,5,5,5,5,5
amazon,Seasonal Sort Warehouse Associate,1,1,2,1,1,1
amazon,Seasonal Sortation,3,3,5,3,4,4
amazon,Seasonal Sortation Associate,4,4,4,4,4,4
amazon,Seasonal Sorting Associate,2,2,2,2,2,1
amazon,Seasonal Stower,1,1,1,2,2,1
amazon,Seasonal Virtual Customer Service Associate,1,2,2,4,2,2
amazon,Seasonal Warehouse Associate,3,2,4,4,4,3
amazon,Seasonal Work From Home Customer Service,1,3,4,4,4,3
amazon,Seasonal Worker,4,4,4,3,4,3
amazon,Seattle,1,1,1,3,3,3
amazon,Security,5,4,5,5,4,3
amazon,Security Architect,5,3,5,5,3,3
amazon,Security Engineer,3,3,4,3,4,3
amazon,Security Engineer III,4,3,4,5,4,4
amazon,Security Manager,5,5,5,5,5,5
amazon,Security Officer,4,3,4,4,4,3
amazon,Security Program Manager,5,4,5,4,4,4
amazon,Security Project Manager,3,3,3,5,3,2
amazon,Security Systems Analyst/Administrative Executive,4,3,4,4,4,3
amazon,Self Employed,3,4,3,4,4,3
amazon,Self Empolyed Delivery Driver,3,4,4,3,3,3
amazon,Seller,5,5,5,5,3,3
amazon,Seller Account Management,5,5,5,5,5,5
amazon,Seller Integration Manager,4,3,5,4,3,4
amazon,Seller Support,3,3,3,3,3,3
amazon,Seller Support Advisor,5,5,5,5,4,5
amazon,Seller Support Assocaie Advisor,5,5,5,4,4,4
amazon,Seller Support Associate,4,4,4,4,4,3
amazon,Seller Support Executive,5,5,5,5,5,5
amazon,Seller Support Specialty Trainer,5,1,1,5,5,1
amazon,Seller Support Supervisor,5,4,5,5,5,5
amazon,Seller Support Team Advisor,4,3,4,4,4,3
amazon,Selling Partner Support,5,5,5,5,5,5
amazon,Senior,\N,5,5,5,5,5
amazon,Senior Account Executive,5,3,4,4,4,4
amazon,Senior Account Manager,5,5,5,5,4,5
amazon,Senior Account Representative,5,5,5,5,5,4
amazon,Senior Accountant,5,4,5,5,5,5
amazon,Senior Accounting Manager,5,3,5,5,5,5
amazon,Senior Advisory Consultant,5,4,5,5,5,5
amazon,Senior Analyst,4,4,5,3,2,5
amazon,Senior Analytics Manager,2,2,3,2,4,5
amazon,Senior Applications Engineer,4,4,4,5,4,4
amazon,Senior Applied Scientist,5,5,5,5,5,5
amazon,Senior Architect,5,4,5,5,5,4
amazon,Senior Associate,4,4,4,4,4,4
amazon,Senior Associate - Sustainability,4,5,3,4,5,4
amazon,Senior Associate Account Specialty Group,5,5,5,5,5,4
amazon,Senior Associate Catalog,4,4,4,3,4,4
amazon,Senior Associate Dangerous Goods,4,3,5,3,4,2
amazon,Senior Associate Retail Process,4,4,4,4,4,3
amazon,Senior Associate Vendor Manager,5,5,5,5,5,5
amazon,Senior BI Engineer,5,4,5,5,5,5
amazon,Senior BI Manager,5,5,5,5,5,4
amazon,Senior Bookkeeper,5,5,5,5,5,5
amazon,Senior Business Analyst,4,4,4,5,4,4
amazon,Senior Business Consultant,4,3,4,4,4,4
amazon,Senior Business Development Manager,5,4,4,5,4,4
amazon,Senior Business Intelligence Engineer,4,4,5,5,4,4
amazon,Senior Business Manager,3,3,3,4,4,3
amazon,Senior Buyer,3,4,4,3,3,3
amazon,Senior CS,4,4,4,4,4,4
amazon,Senior CS Agent: Search and Rescue,5,3,5,5,5,5
amazon,Senior CSA,3,3,5,2,2,2
amazon,Senior CSS,4,4,4,3,4,2
amazon,Senior Catalog Associate,5,4,4,4,4,4
amazon,Senior Catalog Associate German,5,5,4,5,5,3
amazon,Senior Catalog Content Analyst,3,4,2,2,4,2
amazon,Senior Catalog Quality Associate,4,4,4,3,3,2
amazon,Senior Catalog Reviewer,3,2,4,3,3,1
amazon,Senior Catalogue Associate,4,5,4,3,1,3
amazon,Senior Catalogue Specialist,5,5,5,5,5,5
amazon,Senior Category Leader,5,4,5,5,5,4
amazon,Senior Category Manager,4,3,5,4,3,4
amazon,Senior Category Merchant Manager,4,3,5,5,4,5
amazon,Senior Catlog Associate,4,4,1,3,4,3
amazon,Senior Channel Business Development Manager,5,4,4,5,5,5
amazon,Senior Channel Marketing Manager,4,4,5,4,5,5
amazon,Senior Civil Engineer,5,5,5,5,5,4
amazon,Senior Client Lead Recruiter,5,3,5,5,5,5
amazon,Senior Client Manager,4,4,4,5,3,3
amazon,Senior Cloud Architect,5,5,5,5,5,5
amazon,Senior Compliance Analyst,4,4,4,4,4,4
amazon,Senior Compliance Associate,4,4,5,4,4,4
amazon,Senior Consultant,4,4,4,4,4,4
amazon,Senior Content Reviewer,5,5,5,5,5,5
amazon,Senior Controllership Spec,5,4,5,5,4,4
amazon,Senior Controls Engineer,5,4,5,5,5,4
amazon,Senior Corporate Recruiter,4,4,4,4,5,4
amazon,Senior Creative Manager,4,4,3,2,3,3
amazon,Senior Customer Service Associate,4,4,5,4,4,4
amazon,Senior Customer Service Associate - Hyderabad Location,3,3,5,1,4,1
amazon,Senior Customer Service Representative,5,4,3,4,4,3
amazon,Senior Customer Support Specialist,3,5,5,3,3,3
amazon,Senior Dangerous Goods Associate,5,5,5,5,5,5
amazon,Senior Data Analyst,5,5,5,5,4,5
amazon,Senior Data Architect,5,5,5,5,5,5
amazon,Senior Data Associate,5,5,5,5,5,5
amazon,Senior Data Center Engineering Operations Manager,4,3,5,5,5,4
amazon,Senior Data Engineer,4,3,5,4,4,4
amazon,Senior Data Scientist,5,4,5,5,5,4
amazon,Senior Database Administrator,3,2,2,3,4,2
amazon,Senior Design Manager,3,3,4,4,4,3
amazon,Senior Developer/Systems Engineer,3,3,5,4,4,4
amazon,Senior Development Manager,4,3,5,5,4,4
amazon,Senior Device Associate,4,4,4,3,3,3
amazon,Senior Display &amp,\N,4,3,4,4,4
amazon,Senior Economist,4,4,4,4,4,4
amazon,Senior Engineer,4,3,4,4,4,3
amazon,Senior Engineering Manager,4,4,4,4,4,4
amazon,Senior Executive - Finance,3,1,2,2,5,2
amazon,Senior Executive Assistant,4,3,4,4,3,3
amazon,Senior FAE,5,3,5,5,5,5
amazon,Senior FIN Ops Associate,4,4,4,4,4,2
amazon,Senior Finance Analyst,5,5,5,5,5,5
amazon,Senior Finance Manager,4,3,4,4,4,4
amazon,Senior Financial Accountant,4,3,3,3,4,3
amazon,Senior Financial Analyst,4,3,4,4,4,4
amazon,Senior Financial Analyst - Payroll,5,4,5,5,4,5
amazon,Senior Financial Operations Analyst,5,2,5,4,4,3
amazon,Senior Fraud Investigator,3,2,3,2,1,2
amazon,Senior German Translator,4,3,5,5,4,4
amazon,Senior HRA,4,3,4,5,4,4
amazon,Senior Hardware Engineer,5,4,4,5,5,4
amazon,Senior Human Resources,3,1,2,2,3,2
amazon,Senior Human Resources Administrative,3,5,5,3,2,5
amazon,Senior Human Resources Administrator,5,3,5,5,4,4
amazon,Senior Human Resources Assistant,3,2,3,4,4,3
amazon,Senior Human Resources Business Partner,4,4,5,5,5,4
amazon,Senior Human Resources Manager,5,4,5,5,5,4
amazon,Senior Human Resources Professional,5,4,5,5,3,5
amazon,Senior Human Resources Project Manager,5,3,5,5,4,5
amazon,Senior IT,2,1,1,4,2,1
amazon,Senior Imaging Associate,5,4,5,4,4,3
amazon,Senior Imaging Support Associate,4,5,5,4,4,5
amazon,Senior Innovation and Design Engineer,4,3,5,4,4,4
amazon,Senior Instock Manager,3,3,3,4,4,3
amazon,Senior Instructional Designer,5,3,4,5,5,5
amazon,Senior Investigation Specialist,4,2,3,4,4,2
amazon,Senior Investigations Specialist,5,5,5,5,4,5
